District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Demo_Desc,Date,Post_Type,Source,Reference,Description,Units,Debit,Credit,Amount
Chugach School District,19,100,710,0,0,0,,2/19/2019,Actual,A/P,3486507-2,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,23.58,-23.58
Chugach School District,19,100,710,0,0,0,,2/19/2019,Actual,A/P,65405,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,23.58,,23.58
Chugach School District,19,100,710,0,0,0,,2/26/2019,Actual,A/P,3490317-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,292.86,-292.86
Chugach School District,19,100,710,0,0,0,,2/26/2019,Actual,A/P,65463,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,292.86,,292.86
Chugach School District,19,100,710,0,0,0,,3/6/2019,Actual,A/P,3490317-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,27.74,-27.74
Chugach School District,19,100,710,0,0,0,,3/7/2019,Actual,A/P,65511,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,27.74,,27.74
Chugach School District,19,100,710,0,0,0,,3/15/2019,Actual,A/P,3495343-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,835,-835
Chugach School District,19,100,710,0,0,0,,3/15/2019,Actual,A/P,3495625-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,278.2,-278.2
Chugach School District,19,100,710,0,0,0,,3/22/2019,Actual,A/P,3495625-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,52.92,-52.92
Chugach School District,19,100,710,0,0,0,,3/22/2019,Actual,A/P,65645,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,52.92,,52.92
Chugach School District,19,100,710,0,0,0,,3/27/2019,Actual,A/P,3,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,87.57,,87.57
Chugach School District,19,100,710,0,0,0,,3/27/2019,Actual,A/P,3495625-2&3,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,87.57,-87.57
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3513548-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,154.36,-154.36
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3513549-0,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,453.33,-453.33
Chugach School District,19,100,710,0,0,0,,6/28/2019,Actual,A/P,3513549-1,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,,12.66,-12.66
Chugach School District,19,100,450,550,100,0,,11/1/2018,Actual,A/P,3470225-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,265.23,,265.23
Chugach School District,19,100,450,550,100,0,,11/16/2018,Actual,A/P,3472607-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,279.96,,279.96
Chugach School District,19,100,450,550,100,0,,11/16/2018,Actual,A/P,3470225-1,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,12.97,,12.97
Chugach School District,19,100,450,550,100,0,,12/18/2018,Actual,A/P,3478708-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,793.85,,793.85
Chugach School District,19,100,450,550,100,0,,1/5/2019,Actual,A/P,3481183-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,9.75,,9.75
Chugach School District,19,100,610,0,0,0,,11/2/2018,Actual,A/P,64504,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,265.23,-265.23
Chugach School District,19,100,610,0,0,0,,12/18/2018,Actual,A/P,64875,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,793.85,-793.85
Chugach School District,19,100,710,0,0,0,,11/1/2018,Actual,A/P,3470225-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,265.23,-265.23
Chugach School District,19,100,710,0,0,0,,11/2/2018,Actual,A/P,64504,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,265.23,,265.23
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,3472607-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,279.96,-279.96
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,3470225-1,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,12.97,-12.97
Chugach School District,19,100,710,0,0,0,,12/18/2018,Actual,A/P,3478708-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,793.85,-793.85
Chugach School District,19,100,710,0,0,0,,12/18/2018,Actual,A/P,64875,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,793.85,,793.85
Chugach School District,19,100,710,0,0,0,,1/5/2019,Actual,A/P,3481183-0,"ARCTIC OFFICE PRODUCTS 
DO Supplies",,,9.75,-9.75
Chugach School District,19,100,450,140,610,0,,6/21/2019,Actual,A/P,3513552-0,"ARCTIC OFFICE PRODUCTS 
FOCUS Anchorage Supplies",,253.2,,253.2
Chugach School District,19,100,450,140,610,0,,6/27/2019,Actual,A/P,3513552-1,"ARCTIC OFFICE PRODUCTS 
FOCUS Anchorage Supplies",,95.96,,95.96
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3513552-0,"ARCTIC OFFICE PRODUCTS 
FOCUS Anchorage Supplies",,,253.2,-253.2
Chugach School District,19,100,710,0,0,0,,6/27/2019,Actual,A/P,3513552-1,"ARCTIC OFFICE PRODUCTS 
FOCUS Anchorage Supplies",,,95.96,-95.96
Chugach School District,19,100,450,140,610,0,,8/28/2018,Actual,A/P,3456921-0,"ARCTIC OFFICE PRODUCTS 
FOCUS Supplies",,83.7,,83.7
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,3456921-0,"ARCTIC OFFICE PRODUCTS 
FOCUS Supplies",,,83.7,-83.7
Chugach School District,19,100,610,0,0,0,,7/5/2018,Actual,A/P,63510,"ARCTIC OFFICE PRODUCTS 
Invoices 3441799-2, 3441803-4, 3447791-0",,,"1,157.16",-1157.16
Chugach School District,19,100,710,0,0,0,,7/5/2018,Actual,A/P,63510,"ARCTIC OFFICE PRODUCTS 
Invoices 3441799-2, 3441803-4, 3447791-0",,"1,157.16",,1157.16
Chugach School District,19,100,610,0,0,0,,8/20/2018,Actual,A/P,63877,"ARCTIC OFFICE PRODUCTS 
Invoices 3455258-0/1, 3455622-0",,,671.73,-671.73
Chugach School District,19,100,710,0,0,0,,8/20/2018,Actual,A/P,63877,"ARCTIC OFFICE PRODUCTS 
Invoices 3455258-0/1, 3455622-0",,671.73,,671.73
Chugach School District,19,100,610,0,0,0,,8/28/2018,Actual,A/P,63918,"ARCTIC OFFICE PRODUCTS 
Invoices 3455258-2, 3456921-0",,,212.7,-212.7
Chugach School District,19,100,710,0,0,0,,8/28/2018,Actual,A/P,63918,"ARCTIC OFFICE PRODUCTS 
Invoices 3455258-2, 3456921-0",,212.7,,212.7
Chugach School District,19,100,610,0,0,0,,11/16/2018,Actual,A/P,64662,"ARCTIC OFFICE PRODUCTS 
Invoices 3470225-1, 3472607-0",,,292.93,-292.93
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,64662,"ARCTIC OFFICE PRODUCTS 
Invoices 3470225-1, 3472607-0",,292.93,,292.93
Chugach School District,19,100,610,0,0,0,,1/7/2019,Actual,A/P,65013,"ARCTIC OFFICE PRODUCTS 
Invoices 3481183-0, 3481725-0",,,15.87,-15.87
Chugach School District,19,100,710,0,0,0,,1/7/2019,Actual,A/P,65013,"ARCTIC OFFICE PRODUCTS 
Invoices 3481183-0, 3481725-0",,15.87,,15.87
Chugach School District,19,100,610,0,0,0,,1/30/2019,Actual,A/P,65224,"ARCTIC OFFICE PRODUCTS 
Invoices 3481724-0, 3484156-0, 3485613-2, 3486507-0",,,486.02,-486.02
Chugach School District,19,100,710,0,0,0,,1/30/2019,Actual,A/P,65224,"ARCTIC OFFICE PRODUCTS 
Invoices 3481724-0, 3484156-0, 3485613-2, 3486507-0",,486.02,,486.02
Chugach School District,19,100,610,0,0,0,,1/15/2019,Actual,A/P,65063,"ARCTIC OFFICE PRODUCTS 
Invoices 3481725-1, 3482501-0",,,158.37,-158.37
Chugach School District,19,100,710,0,0,0,,1/15/2019,Actual,A/P,65063,"ARCTIC OFFICE PRODUCTS 
Invoices 3481725-1, 3482501-0",,158.37,,158.37
Chugach School District,19,100,610,0,0,0,,1/25/2019,Actual,A/P,65175,"ARCTIC OFFICE PRODUCTS 
Invoices 3485613-0, 3485686-0",,,526.54,-526.54
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,65175,"ARCTIC OFFICE PRODUCTS 
Invoices 3485613-0, 3485686-0",,526.54,,526.54
Chugach School District,19,100,610,0,0,0,,3/15/2019,Actual,A/P,65615,"ARCTIC OFFICE PRODUCTS 
Invoices 3495343-0, 3495625-0",,,"1,113.20",-1113.2
Chugach School District,19,100,710,0,0,0,,3/15/2019,Actual,A/P,65615,"ARCTIC OFFICE PRODUCTS 
Invoices 3495343-0, 3495625-0",,"1,113.20",,1113.2
Chugach School District,19,100,610,0,0,0,,6/10/2019,Actual,A/P,66202,"ARCTIC OFFICE PRODUCTS 
Invoices 3504048-0, 3507167-0",,,"2,367.32",-2367.32
Chugach School District,19,100,710,0,0,0,,6/10/2019,Actual,A/P,66202,"ARCTIC OFFICE PRODUCTS 
Invoices 3504048-0, 3507167-0",,"2,367.32",,2367.32
Chugach School District,19,100,610,0,0,0,,6/12/2019,Actual,A/P,66284,"ARCTIC OFFICE PRODUCTS 
Invoices 3507167-1/2, 3507470-0, 3508695-0/1, 3508917-0/1",,,"1,761.86",-1761.86
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,66284,"ARCTIC OFFICE PRODUCTS 
Invoices 3507167-1/2, 3507470-0, 3508695-0/1, 3508917-0/1",,"1,761.86",,1761.86
Chugach School District,19,100,610,0,0,0,,6/23/2019,Actual,A/P,66378,"ARCTIC OFFICE PRODUCTS 
Invoices 3512245-0, 3512245-1, 3513548-0, 3513549-0, 3513550-0, 3513551-0, 3513552-0",,,"1,958.56",-1958.56
Chugach School District,19,100,710,0,0,0,,6/23/2019,Actual,A/P,66378,"ARCTIC OFFICE PRODUCTS 
Invoices 3512245-0, 3512245-1, 3513548-0, 3513549-0, 3513550-0, 3513551-0, 3513552-0",,"1,958.56",,1958.56
Chugach School District,19,100,610,0,0,0,,9/7/2018,Actual,A/P,63956,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,,27.75,-27.75
Chugach School District,19,100,640,0,0,230,,9/7/2018,Actual,A/P,3458590-1,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,27.75,,27.75
Chugach School District,19,100,640,0,0,230,,9/7/2018,Actual,A/P,63956,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,,27.75,-27.75
Chugach School District,19,100,640,0,0,230,,9/7/2018,Actual,A/P,63956,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,27.75,,27.75
Chugach School District,19,100,710,0,0,0,,9/7/2018,Actual,A/P,3458590-1,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,,27.75,-27.75
Chugach School District,19,100,710,0,0,0,,9/7/2018,Actual,A/P,63956,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,27.75,,27.75
Chugach School District,19,230,450,100,100,0,,9/7/2018,Actual,A/P,3458590-1,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,27.75,,27.75
Chugach School District,19,230,640,0,0,100,,9/7/2018,Actual,A/P,3458590-1,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,,27.75,-27.75
Chugach School District,19,230,640,0,0,100,,9/7/2018,Actual,A/P,63956,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,,27.75,-27.75
Chugach School District,19,230,640,0,0,100,,9/7/2018,Actual,A/P,63956,"ARCTIC OFFICE PRODUCTS 
PREP Supplies",,27.75,,27.75
Chugach School District,19,100,450,550,100,0,,10/8/2018,Actual,A/P,3464475-0,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,70.4,,70.4
Chugach School District,19,100,450,550,100,0,,10/19/2018,Actual,A/P,3464475-1,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,88.48,,88.48
Chugach School District,19,100,610,0,0,0,,10/9/2018,Actual,A/P,64217,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,,70.4,-70.4
Chugach School District,19,100,610,0,0,0,,10/19/2018,Actual,A/P,64398,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,,88.48,-88.48
Chugach School District,19,100,710,0,0,0,,10/8/2018,Actual,A/P,3464475-0,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,,70.4,-70.4
Chugach School District,19,100,710,0,0,0,,10/9/2018,Actual,A/P,64217,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,70.4,,70.4
Chugach School District,19,100,710,0,0,0,,10/19/2018,Actual,A/P,64398,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,88.48,,88.48
Chugach School District,19,100,710,0,0,0,,10/19/2018,Actual,A/P,3464475-1,"ARCTIC OFFICE PRODUCTS 
Quote #76357",,,88.48,-88.48
Chugach School District,19,100,450,600,100,0,,6/5/2019,Actual,A/P,3504048-0,"ARCTIC OFFICE PRODUCTS 
Safety Grant Supplies",,"2,195.65",,2195.65
Chugach School District,19,100,710,0,0,0,,6/5/2019,Actual,A/P,3504048-0,"ARCTIC OFFICE PRODUCTS 
Safety Grant Supplies",,,"2,195.65",-2195.65
Chugach School District,19,100,450,140,610,0,,6/5/2019,Actual,A/P,3507167-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,76,,76
Chugach School District,19,100,450,550,100,0,,6/5/2019,Actual,A/P,3507167-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,95.67,,95.67
Chugach School District,19,100,450,550,100,0,,6/12/2019,Actual,A/P,3507470-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,89.96,,89.96
Chugach School District,19,100,450,550,100,0,,6/12/2019,Actual,A/P,3507167-1/2,"ARCTIC OFFICE PRODUCTS 
Supplies",,89.18,,89.18
Chugach School District,19,100,450,550,100,0,,6/12/2019,Actual,A/P,3507167-1/2,"ARCTIC OFFICE PRODUCTS 
Supplies",,76,,76
Chugach School District,19,100,450,550,100,0,,6/21/2019,Actual,A/P,3512245-1,"ARCTIC OFFICE PRODUCTS 
Supplies",,15.18,,15.18
Chugach School District,19,100,450,550,100,0,,6/21/2019,Actual,A/P,3512245-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,39.63,,39.63
Chugach School District,19,100,450,550,100,0,,6/27/2019,Actual,A/P,3512245-2,"ARCTIC OFFICE PRODUCTS 
Supplies",,7.67,,7.67
Chugach School District,19,100,710,0,0,0,,6/5/2019,Actual,A/P,3507167-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,,171.67,-171.67
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,3507167-1/2,"ARCTIC OFFICE PRODUCTS 
Supplies",,,165.18,-165.18
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,3507470-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,,89.96,-89.96
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3512245-1,"ARCTIC OFFICE PRODUCTS 
Supplies",,,15.18,-15.18
Chugach School District,19,100,710,0,0,0,,6/21/2019,Actual,A/P,3512245-0,"ARCTIC OFFICE PRODUCTS 
Supplies",,,39.63,-39.63
Chugach School District,19,100,710,0,0,0,,6/27/2019,Actual,A/P,3512245-2,"ARCTIC OFFICE PRODUCTS 
Supplies",,,7.67,-7.67
Chugach School District,19,100,450,100,300,0,,7/25/2018,Actual,A/P,3450755-0,"ARCTIC OFFICE PRODUCTS 
Tatitlek Supplies",,80.8,,80.8
Chugach School District,19,100,450,350,300,0,,6/12/2019,Actual,A/P,3508917-0/1,"ARCTIC OFFICE PRODUCTS 
Tatitlek Supplies",,250.81,,250.81
Chugach School District,19,100,610,0,0,0,,7/25/2018,Actual,A/P,63619,"ARCTIC OFFICE PRODUCTS 
Tatitlek Supplies",,,80.8,-80.8
Chugach School District,19,100,710,0,0,0,,7/25/2018,Actual,A/P,3450755-0,"ARCTIC OFFICE PRODUCTS 
Tatitlek Supplies",,,80.8,-80.8
Chugach School District,19,100,710,0,0,0,,7/25/2018,Actual,A/P,63619,"ARCTIC OFFICE PRODUCTS 
Tatitlek Supplies",,80.8,,80.8
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,3508917-0/1,"ARCTIC OFFICE PRODUCTS 
Tatitlek Supplies",,,250.81,-250.81
Chugach School District,19,100,610,0,0,0,,6/23/2019,Actual,A/P,66378,"ARCTIC OFFICE PRODUCTS 
Void check 0066378",,"1,958.56",,1958.56
Chugach School District,19,100,710,0,0,0,,6/23/2019,Actual,A/P,66378,"ARCTIC OFFICE PRODUCTS 
Void check 0066378",,,"1,958.56",-1958.56
Chugach School District,19,100,450,350,400,0,,6/12/2019,Actual,A/P,3508695-0/1,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,"1,255.91",,1255.91
Chugach School District,19,100,450,350,400,0,,6/18/2019,Actual,A/P,3508695-2,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,43,,43
Chugach School District,19,100,450,350,400,0,,6/27/2019,Actual,A/P,3508695-3,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,144.3,,144.3
Chugach School District,19,100,610,0,0,0,,6/18/2019,Actual,A/P,66348,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,,43,-43
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,3508695-0/1,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,,"1,255.91",-1255.91
Chugach School District,19,100,710,0,0,0,,6/18/2019,Actual,A/P,3508695-2,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,,43,-43
Chugach School District,19,100,710,0,0,0,,6/18/2019,Actual,A/P,66348,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,43,,43
Chugach School District,19,100,710,0,0,0,,6/27/2019,Actual,A/P,3508695-3,"ARCTIC OFFICE PRODUCTS 
Whittier Supplies",,,144.3,-144.3
Chugach School District,19,100,610,0,0,0,,11/9/2018,Actual,A/P,64610,"ARCTIC REC. CENTER 
Gym Rental",,,150,-150
Chugach School District,19,100,640,0,0,358,,11/9/2018,Actual,A/P,Res#315732,"ARCTIC REC. CENTER 
Gym Rental",,150,,150
Chugach School District,19,100,640,0,0,358,,11/9/2018,Actual,A/P,64610,"ARCTIC REC. CENTER 
Gym Rental",,150,,150
Chugach School District,19,100,640,0,0,358,,11/9/2018,Actual,A/P,64610,"ARCTIC REC. CENTER 
Gym Rental",,,150,-150
Chugach School District,19,100,710,0,0,0,,11/9/2018,Actual,A/P,Res#315732,"ARCTIC REC. CENTER 
Gym Rental",,,150,-150
Chugach School District,19,100,710,0,0,0,,11/9/2018,Actual,A/P,64610,"ARCTIC REC. CENTER 
Gym Rental",,150,,150
Chugach School District,19,358,410,100,553,0,,11/9/2018,Actual,A/P,Res#315732,"ARCTIC REC. CENTER 
Gym Rental",,150,,150
Chugach School District,19,358,640,0,0,100,,11/9/2018,Actual,A/P,64610,"ARCTIC REC. CENTER 
Gym Rental",,150,,150
Chugach School District,19,358,640,0,0,100,,11/9/2018,Actual,A/P,64610,"ARCTIC REC. CENTER 
Gym Rental",,,150,-150
Chugach School District,19,358,640,0,0,100,,11/9/2018,Actual,A/P,Res#315732,"ARCTIC REC. CENTER 
Gym Rental",,,150,-150
Chugach School District,19,100,610,0,0,0,,6/11/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
Void check 0066203",,"1,659.42",,1659.42
Chugach School District,19,100,640,0,0,390,,6/11/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
Void check 0066203",,,"1,659.42",-1659.42
Chugach School District,19,100,640,0,0,390,,6/11/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
Void check 0066203",,"1,659.42",,1659.42
Chugach School District,19,100,710,0,0,0,,6/11/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
Void check 0066203",,,"1,659.42",-1659.42
Chugach School District,19,390,640,0,0,100,,6/11/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
Void check 0066203",,,"1,659.42",-1659.42
Chugach School District,19,390,640,0,0,100,,6/11/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
Void check 0066203",,"1,659.42",,1659.42
Chugach School District,19,100,610,0,0,0,,6/10/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,100,610,0,0,0,,6/12/2019,Actual,A/P,66285,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,100,640,0,0,390,,6/9/2019,Actual,A/P,19-53223,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,100,640,0,0,390,,6/10/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,100,640,0,0,390,,6/10/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,100,640,0,0,390,,6/12/2019,Actual,A/P,66285,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,100,640,0,0,390,,6/12/2019,Actual,A/P,66285,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,100,710,0,0,0,,6/9/2019,Actual,A/P,19-53223,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,100,710,0,0,0,,6/10/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,100,710,0,0,0,,6/12/2019,Actual,A/P,66285,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,390,410,600,500,0,,6/9/2019,Actual,A/P,19-53223,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,390,640,0,0,100,,6/9/2019,Actual,A/P,19-53223,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,390,640,0,0,100,,6/10/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,390,640,0,0,100,,6/10/2019,Actual,A/P,66203,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,390,640,0,0,100,,6/12/2019,Actual,A/P,66285,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,,"1,659.42",-1659.42
Chugach School District,19,390,640,0,0,100,,6/12/2019,Actual,A/P,66285,"ARCTIC REFRIGERATION 
VTE Fridge Repair",,"1,659.42",,1659.42
Chugach School District,19,100,40,0,199,0,,6/19/2019,Actual,C/R,69031,ARSD Shared Services Contract - Jul/Aug '19,,,"20,000.00",-20000
Chugach School District,19,100,619,0,0,0,,6/19/2019,Actual,C/R,69031,ARSD Shared Services Contract - Jul/Aug '19,,"20,000.00",,20000
Chugach School District,19,100,90,0,610,0,,12/14/2018,Actual,C/R,,Artist in Schools,,,"1,000.00",-1000
Chugach School District,19,100,619,0,0,0,,12/14/2018,Actual,C/R,,Artist in Schools,,"1,000.00",,1000
Chugach School District,19,100,440,140,610,0,,12/28/2018,Actual,A/P,,"ASD COMMUNITY SERVICES RENTAL 
Missoula Facility Rental",,153,,153
Chugach School District,19,100,610,0,0,0,,12/28/2018,Actual,A/P,64974,"ASD COMMUNITY SERVICES RENTAL 
Missoula Facility Rental",,,153,-153
Chugach School District,19,100,710,0,0,0,,12/28/2018,Actual,A/P,,"ASD COMMUNITY SERVICES RENTAL 
Missoula Facility Rental",,,153,-153
Chugach School District,19,100,710,0,0,0,,12/28/2018,Actual,A/P,64974,"ASD COMMUNITY SERVICES RENTAL 
Missoula Facility Rental",,153,,153
Chugach School District,19,100,610,0,0,0,,1/15/2019,Actual,A/P,65064,"ASD COMMUNITY SERVICES RENTAL 
Stage Rental - Missoula Theater",,,115,-115
Chugach School District,19,100,710,0,0,0,,1/14/2019,Actual,A/P,,"ASD COMMUNITY SERVICES RENTAL 
Stage Rental - Missoula Theater",,,115,-115
Chugach School District,19,100,710,0,0,0,,1/15/2019,Actual,A/P,65064,"ASD COMMUNITY SERVICES RENTAL 
Stage Rental - Missoula Theater",,115,,115
Chugach School District,19,100,610,0,0,0,,12/20/2018,Actual,A/P,64954,"ASL CONCEPTS 
ASL Lessons",,,"1,280.00",-1280
Chugach School District,19,100,710,0,0,0,,12/20/2018,Actual,A/P,706/05/07/04,"ASL CONCEPTS 
ASL Lessons",,,"1,280.00",-1280
Chugach School District,19,100,710,0,0,0,,12/20/2018,Actual,A/P,64954,"ASL CONCEPTS 
ASL Lessons",,"1,280.00",,1280
Chugach School District,19,100,410,140,630,0,,12/28/2018,Actual,A/P,701/700,"ASL CONCEPTS 
Bourdess Lessons",,360,,360
Chugach School District,19,100,410,140,630,0,,6/18/2019,Actual,A/P,4,"ASL CONCEPTS 
Bourdess Lessons",,360,,360
